,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
0,Caitlin Clark,37,16,31,0.516,7,13,0.538,9,18,0.5,8,8,1.0,0,5,5,13,1,0,5,1,49,iowa,2024-02-15-20-iowa
1,Kate Martin,32,7,11,0.636,3,6,0.5,4,5,0.8,2,3,0.667,0,3,3,1,0,1,1,2,20,iowa,2024-02-15-20-iowa
2,Hannah Stuelke,27,4,6,0.667,4,6,0.667,0,0,,5,8,0.625,3,2,5,2,1,0,1,5,13,iowa,2024-02-15-20-iowa
3,Gabbie Marshall,26,2,5,0.4,0,0,,2,5,0.4,0,0,,0,1,1,1,0,0,1,1,6,iowa,2024-02-15-20-iowa
4,Molly Davis,24,2,3,0.667,0,1,0.0,2,2,1.0,0,0,,0,2,2,2,0,0,1,0,6,iowa,2024-02-15-20-iowa
6,Sydney Affolter,27,0,2,0.0,0,0,,0,2,0.0,4,4,1.0,2,3,5,4,0,0,2,2,4,iowa,2024-02-15-20-iowa
7,Addison O'Grady,12,2,3,0.667,2,3,0.667,0,0,,1,3,0.333,1,1,2,1,1,1,1,3,5,iowa,2024-02-15-20-iowa
8,Taylor McCabe,9,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,1,1,0,0,0,0,3,iowa,2024-02-15-20-iowa
9,Kylie Feuerbach,4,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-02-15-20-iowa
10,AJ Ediger,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,iowa,2024-02-15-20-iowa
0,Genesis Bryant,40,7,15,0.467,4,7,0.571,3,8,0.375,2,2,1.0,0,6,6,6,1,0,3,3,19,illinois,2024-02-25-13-iowa
1,Kendall Bostic,34,5,12,0.417,5,12,0.417,0,0,,0,0,,5,12,17,1,2,1,0,1,10,illinois,2024-02-25-13-iowa
2,Makira Cook,34,8,19,0.421,4,9,0.444,4,10,0.4,6,6,1.0,1,2,3,3,3,0,4,2,26,illinois,2024-02-25-13-iowa
3,Adalia McKenzie,30,6,11,0.545,6,11,0.545,0,0,,1,2,0.5,1,3,4,3,1,0,4,4,13,illinois,2024-02-25-13-iowa
4,Camille Hobby,28,3,10,0.3,3,10,0.3,0,0,,6,6,1.0,2,1,3,0,1,0,1,3,12,illinois,2024-02-25-13-iowa
6,Gretchen Dolan,29,2,10,0.2,1,5,0.2,1,5,0.2,0,0,,1,1,2,0,3,0,1,3,5,illinois,2024-02-25-13-iowa
7,Shay Bollin,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,illinois,2024-02-25-13-iowa
8,Kam'Ren Rhodes,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-25-13-iowa
9,Brynn Shoup-Hill,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-25-13-iowa
10,Aicha Ndour,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-25-13-iowa
11,Cori Allen,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-25-13-iowa
0,Caitlin Clark,33,6,18,0.333,1,4,0.25,5,14,0.357,7,8,0.875,1,14,15,10,2,0,5,2,24,iowa,2024-02-25-13-iowa
1,Hannah Stuelke,30,9,12,0.75,9,12,0.75,0,0,,2,3,0.667,5,4,9,1,0,1,4,3,20,iowa,2024-02-25-13-iowa
2,Molly Davis,29,6,12,0.5,3,6,0.5,3,6,0.5,2,2,1.0,0,1,1,5,1,1,2,3,17,iowa,2024-02-25-13-iowa
3,Kate Martin,29,5,11,0.455,2,5,0.4,3,6,0.5,0,0,,3,3,6,4,2,0,1,2,13,iowa,2024-02-25-13-iowa
4,Gabbie Marshall,24,1,4,0.25,1,1,1.0,0,3,0.0,0,0,,0,0,0,3,0,0,1,2,2,iowa,2024-02-25-13-iowa
6,Sydney Affolter,20,3,4,0.75,2,3,0.667,1,1,1.0,1,2,0.5,1,4,5,4,1,0,2,1,8,iowa,2024-02-25-13-iowa
7,Kylie Feuerbach,16,3,6,0.5,0,1,0.0,3,5,0.6,0,0,,0,3,3,0,0,0,0,1,9,iowa,2024-02-25-13-iowa
8,Taylor McCabe,7,2,2,1.0,0,0,,2,2,1.0,0,0,,0,0,0,1,0,1,0,0,6,iowa,2024-02-25-13-iowa
9,Addison O'Grady,5,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2,iowa,2024-02-25-13-iowa
10,Sharon Goodman,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,1,2,1,0,iowa,2024-02-25-13-iowa
11,Jada Gyamfi,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,iowa,2024-02-25-13-iowa
12,AJ Ediger,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-02-25-13-iowa
13,Kennise Johnson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-02-25-13-iowa
0,Caitlin Clark,29,12,20,0.6,4,6,0.667,8,14,0.571,1,1,1.0,1,9,10,12,2,0,5,3,33,iowa,2024-02-28-21-minnesota
1,Molly Davis,29,5,5,1.0,4,4,1.0,1,1,1.0,0,0,,0,4,4,5,1,0,0,2,11,iowa,2024-02-28-21-minnesota
2,Gabbie Marshall,26,6,10,0.6,2,3,0.667,4,7,0.571,0,0,,0,1,1,2,2,0,0,0,16,iowa,2024-02-28-21-minnesota
3,Hannah Stuelke,22,3,4,0.75,3,4,0.75,0,0,,0,0,,1,2,3,1,0,0,3,3,6,iowa,2024-02-28-21-minnesota
4,Kate Martin,21,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,0,5,5,4,1,0,1,1,2,iowa,2024-02-28-21-minnesota
6,Kylie Feuerbach,21,4,8,0.5,0,0,,4,8,0.5,1,2,0.5,0,2,2,2,1,0,0,1,13,iowa,2024-02-28-21-minnesota
7,Sydney Affolter,21,3,4,0.75,3,4,0.75,0,0,,0,0,,5,4,9,3,0,0,1,0,6,iowa,2024-02-28-21-minnesota
8,Taylor McCabe,13,5,7,0.714,0,0,,5,7,0.714,0,0,,0,0,0,1,0,0,1,1,15,iowa,2024-02-28-21-minnesota
9,Addison O'Grady,10,1,4,0.25,1,4,0.25,0,0,,0,0,,2,2,4,0,0,0,1,2,2,iowa,2024-02-28-21-minnesota
10,AJ Ediger,7,2,2,1.0,2,2,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,4,iowa,2024-02-28-21-minnesota
11,Sharon Goodman,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-02-28-21-minnesota
12,Jada Gyamfi,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,iowa,2024-02-28-21-minnesota
0,Mallory Heyer,36,0,7,0.0,0,2,0.0,0,5,0.0,0,0,,3,8,11,0,0,0,2,0,0,minnesota,2024-02-28-21-minnesota
1,Grace Grocholski,34,5,19,0.263,3,8,0.375,2,11,0.182,0,0,,3,2,5,1,0,0,4,1,12,minnesota,2024-02-28-21-minnesota
2,Amaya Battle,34,8,19,0.421,8,18,0.444,0,1,0.0,2,2,1.0,0,0,0,4,2,0,3,2,18,minnesota,2024-02-28-21-minnesota
3,Janay Sanders,32,5,11,0.455,4,8,0.5,1,3,0.333,6,6,1.0,0,2,2,1,0,0,0,0,17,minnesota,2024-02-28-21-minnesota
4,Ayianna Johnson,17,1,3,0.333,1,3,0.333,0,0,,0,0,,2,1,3,0,0,0,0,3,2,minnesota,2024-02-28-21-minnesota
6,Maggie Czinano,21,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,1,1,2,0,3,0,1,2,3,minnesota,2024-02-28-21-minnesota
7,Niamya Holloway,20,2,7,0.286,1,6,0.167,1,1,1.0,1,2,0.5,3,2,5,2,1,1,0,4,6,minnesota,2024-02-28-21-minnesota
8,Aminata Zie,1,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,minnesota,2024-02-28-21-minnesota
9,Brynn Senden,1,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,minnesota,2024-02-28-21-minnesota
10,Ajok Madol,1,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,minnesota,2024-02-28-21-minnesota
11,McKynnlie Dalan,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,minnesota,2024-02-28-21-minnesota
0,Linda Van Schaik,27,2,7,0.286,2,4,0.5,0,3,0.0,0,0,,1,4,5,2,1,0,1,4,4,oakland,2023-11-08-18-michigan-state
1,Brooke Quarles-Daniels,26,4,13,0.308,4,13,0.308,0,0,,1,2,0.5,5,4,9,1,1,0,4,3,9,oakland,2023-11-08-18-michigan-state
2,Alexis Johnson,23,1,9,0.111,1,7,0.143,0,2,0.0,0,0,,3,3,6,2,1,0,3,1,2,oakland,2023-11-08-18-michigan-state
3,Markyia McCormick,23,3,9,0.333,0,4,0.0,3,5,0.6,9,10,0.9,0,0,0,0,0,0,4,0,18,oakland,2023-11-08-18-michigan-state
4,Kianni Westbrook,17,2,4,0.5,2,4,0.5,0,0,,0,0,,0,1,1,0,1,0,2,2,4,oakland,2023-11-08-18-michigan-state
6,Maddy Skorupski,24,6,11,0.545,5,8,0.625,1,3,0.333,1,2,0.5,0,4,4,4,1,0,4,4,14,oakland,2023-11-08-18-michigan-state
7,Madison Royal-Davis,20,0,3,0.0,0,3,0.0,0,0,,1,2,0.5,0,2,2,2,1,0,0,2,1,oakland,2023-11-08-18-michigan-state
8,Kennedie Montue,17,1,4,0.25,0,2,0.0,1,2,0.5,0,0,,0,1,1,1,0,0,1,0,3,oakland,2023-11-08-18-michigan-state
9,Jasmine Dupree-Hebert,16,2,2,1.0,1,1,1.0,1,1,1.0,0,0,,1,1,2,0,0,0,0,0,5,oakland,2023-11-08-18-michigan-state
10,Naveyah Damon,3,0,0,,0,0,,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,2,oakland,2023-11-08-18-michigan-state
11,Eva Pardo-Campillo,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,oakland,2023-11-08-18-michigan-state
0,Moira Joiner,29,4,8,0.5,0,1,0.0,4,7,0.571,0,0,,2,6,8,2,2,1,3,2,12,michigan-state,2023-11-08-18-michigan-state
1,DeeDee Hagemann,29,8,10,0.8,3,4,0.75,5,6,0.833,2,2,1.0,0,4,4,5,1,0,2,2,23,michigan-state,2023-11-08-18-michigan-state
2,Abbey Kimball,25,5,9,0.556,2,3,0.667,3,6,0.5,0,0,,0,2,2,5,2,0,1,0,13,michigan-state,2023-11-08-18-michigan-state
3,Jocelyn Tate,21,1,7,0.143,1,5,0.2,0,2,0.0,1,2,0.5,1,1,2,0,4,1,1,1,3,michigan-state,2023-11-08-18-michigan-state
4,Julia Ayrault,13,3,6,0.5,3,6,0.5,0,0,,1,1,1.0,4,1,5,1,1,5,0,1,7,michigan-state,2023-11-08-18-michigan-state
6,Gabby Elliott,22,2,8,0.25,2,6,0.333,0,2,0.0,1,1,1.0,3,4,7,3,0,0,0,2,5,michigan-state,2023-11-08-18-michigan-state
7,Theryn Hallock,16,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,0,1,1,2,0,0,5,4,2,michigan-state,2023-11-08-18-michigan-state
8,Isaline Alexander,15,4,6,0.667,4,6,0.667,0,0,,2,3,0.667,2,1,3,3,2,1,2,2,10,michigan-state,2023-11-08-18-michigan-state
9,Tory Ozment,13,1,2,0.5,1,2,0.5,0,0,,2,2,1.0,1,3,4,1,0,0,3,1,4,michigan-state,2023-11-08-18-michigan-state
10,Lauren Ross,7,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,1,1,2,0,0,0,0,2,2,michigan-state,2023-11-08-18-michigan-state
11,Mary Meng,5,3,4,0.75,3,4,0.75,0,0,,0,0,,1,0,1,0,0,0,0,0,6,michigan-state,2023-11-08-18-michigan-state
12,Bree Robinson,5,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,2,1,0,0,2,0,michigan-state,2023-11-08-18-michigan-state
0,Layne Ferrel,27,4,7,0.571,3,6,0.5,1,1,1.0,0,0,,0,2,2,0,0,0,0,0,9,wright-state,2023-11-12-00-michigan-state
1,Kacee Baumhower,27,3,7,0.429,2,2,1.0,1,5,0.2,0,0,,1,2,3,3,1,0,6,0,7,wright-state,2023-11-12-00-michigan-state
2,Alexis Hutchison,24,1,13,0.077,1,8,0.125,0,5,0.0,2,2,1.0,0,3,3,0,1,0,3,3,4,wright-state,2023-11-12-00-michigan-state
3,Lauren Scott,15,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,3,0,wright-state,2023-11-12-00-michigan-state
4,Julia Hoefling,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,wright-state,2023-11-12-00-michigan-state
6,Cara VanKempen,29,5,6,0.833,1,1,1.0,4,5,0.8,2,2,1.0,0,0,0,2,2,1,1,2,16,wright-state,2023-11-12-00-michigan-state
7,Makiya Miller,25,4,9,0.444,4,7,0.571,0,2,0.0,1,1,1.0,0,2,2,6,2,0,2,2,9,wright-state,2023-11-12-00-michigan-state
8,Jada Tate,17,3,6,0.5,3,6,0.5,0,0,,0,1,0.0,3,2,5,1,2,0,1,5,6,wright-state,2023-11-12-00-michigan-state
9,Rachel Loobie,15,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,2,6,8,0,0,0,2,4,2,wright-state,2023-11-12-00-michigan-state
10,Macie Taylor,13,1,6,0.167,1,2,0.5,0,4,0.0,0,0,,0,2,2,1,0,0,1,1,2,wright-state,2023-11-12-00-michigan-state
0,Moira Joiner,26,5,8,0.625,4,4,1.0,1,4,0.25,2,2,1.0,2,1,3,0,1,0,2,2,13,michigan-state,2023-11-12-00-michigan-state
1,DeeDee Hagemann,26,7,12,0.583,5,9,0.556,2,3,0.667,1,2,0.5,0,2,2,8,3,0,1,1,17,michigan-state,2023-11-12-00-michigan-state
2,Abbey Kimball,24,4,8,0.5,3,3,1.0,1,5,0.2,0,0,,1,2,3,2,1,0,1,0,9,michigan-state,2023-11-12-00-michigan-state
3,Jocelyn Tate,16,0,2,0.0,0,2,0.0,0,0,,1,2,0.5,2,0,2,3,0,0,1,1,1,michigan-state,2023-11-12-00-michigan-state
4,Isaline Alexander,15,5,8,0.625,5,8,0.625,0,0,,1,4,0.25,3,5,8,1,0,0,2,2,11,michigan-state,2023-11-12-00-michigan-state
6,Theryn Hallock,22,0,4,0.0,0,4,0.0,0,0,,4,6,0.667,0,5,5,0,1,1,1,0,4,michigan-state,2023-11-12-00-michigan-state
7,Gabby Elliott,20,5,7,0.714,3,5,0.6,2,2,1.0,0,0,,1,6,7,2,2,0,0,1,12,michigan-state,2023-11-12-00-michigan-state
8,Tory Ozment,15,1,2,0.5,1,2,0.5,0,0,,4,4,1.0,3,3,6,3,1,0,2,3,6,michigan-state,2023-11-12-00-michigan-state
9,Julia Ayrault,13,5,7,0.714,4,5,0.8,1,2,0.5,2,2,1.0,2,2,4,3,2,2,1,0,13,michigan-state,2023-11-12-00-michigan-state
10,Lauren Ross,9,2,3,0.667,0,0,,2,3,0.667,0,0,,0,0,0,1,0,0,1,1,6,michigan-state,2023-11-12-00-michigan-state
11,Bree Robinson,8,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,2,michigan-state,2023-11-12-00-michigan-state
12,Mary Meng,6,2,3,0.667,2,3,0.667,0,0,,1,5,0.2,2,1,3,1,0,0,1,0,5,michigan-state,2023-11-12-00-michigan-state
0,Paris Gilmore,22,0,8,0.0,0,6,0.0,0,2,0.0,0,0,,0,1,1,2,2,0,3,3,0,detroit-mercy,2023-11-16-18-michigan-state
1,Emma Trawally Porta,19,0,3,0.0,0,3,0.0,0,0,,0,0,,1,2,3,2,1,0,0,2,0,detroit-mercy,2023-11-16-18-michigan-state
2,Irene Murua,18,2,4,0.5,2,4,0.5,0,0,,0,0,,1,3,4,0,0,1,1,1,4,detroit-mercy,2023-11-16-18-michigan-state
3,Amaya Burch,16,1,3,0.333,0,0,,1,3,0.333,0,0,,0,0,0,1,0,0,1,1,3,detroit-mercy,2023-11-16-18-michigan-state
4,Imani McNeal,13,1,3,0.333,1,2,0.5,0,1,0.0,1,2,0.5,0,0,0,0,0,0,1,2,3,detroit-mercy,2023-11-16-18-michigan-state
6,Myonna Hooper,22,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,5,5,2,0,0,6,1,9,detroit-mercy,2023-11-16-18-michigan-state
7,Makayla Jackson,19,3,7,0.429,3,6,0.5,0,1,0.0,0,0,,1,1,2,2,0,2,2,1,6,detroit-mercy,2023-11-16-18-michigan-state
8,Kamari Forrest,15,1,3,0.333,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,1,0,5,2,2,detroit-mercy,2023-11-16-18-michigan-state
9,Maddie Diabate,14,0,2,0.0,0,2,0.0,0,0,,0,0,,0,1,1,0,1,0,0,1,0,detroit-mercy,2023-11-16-18-michigan-state
10,Jada Moorehead,13,4,5,0.8,4,5,0.8,0,0,,1,1,1.0,0,0,0,0,1,0,1,2,9,detroit-mercy,2023-11-16-18-michigan-state
11,Lucia Fleta Robles,12,2,3,0.667,2,2,1.0,0,1,0.0,1,2,0.5,0,0,0,1,0,0,3,2,5,detroit-mercy,2023-11-16-18-michigan-state
12,Latifa Amzil,10,1,4,0.25,0,2,0.0,1,2,0.5,0,0,,0,0,0,0,1,0,0,2,3,detroit-mercy,2023-11-16-18-michigan-state
13,Jaida Hampton,6,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,detroit-mercy,2023-11-16-18-michigan-state
0,DeeDee Hagemann,27,8,10,0.8,3,4,0.75,5,6,0.833,3,4,0.75,0,1,1,7,1,0,1,2,24,michigan-state,2023-11-16-18-michigan-state
1,Moira Joiner,25,7,10,0.7,4,6,0.667,3,4,0.75,0,0,,1,2,3,4,0,0,0,1,17,michigan-state,2023-11-16-18-michigan-state
2,Abbey Kimball,21,3,5,0.6,2,3,0.667,1,2,0.5,1,2,0.5,0,0,0,3,1,0,1,0,8,michigan-state,2023-11-16-18-michigan-state
3,Jocelyn Tate,17,3,4,0.75,3,4,0.75,0,0,,0,2,0.0,1,0,1,2,1,0,2,3,6,michigan-state,2023-11-16-18-michigan-state
4,Isaline Alexander,5,2,2,1.0,2,2,1.0,0,0,,1,2,0.5,0,2,2,0,0,1,1,1,5,michigan-state,2023-11-16-18-michigan-state
6,Theryn Hallock,26,2,3,0.667,1,2,0.5,1,1,1.0,0,0,,2,1,3,3,0,1,2,1,5,michigan-state,2023-11-16-18-michigan-state
7,Tory Ozment,17,3,3,1.0,1,1,1.0,2,2,1.0,3,4,0.75,1,7,8,3,2,1,1,2,11,michigan-state,2023-11-16-18-michigan-state
8,Gabby Elliott,16,3,6,0.5,3,5,0.6,0,1,0.0,1,2,0.5,1,3,4,2,1,0,3,1,7,michigan-state,2023-11-16-18-michigan-state
9,Mary Meng,14,3,3,1.0,3,3,1.0,0,0,,3,3,1.0,0,0,0,2,2,0,1,2,9,michigan-state,2023-11-16-18-michigan-state
10,Julia Ayrault,12,2,5,0.4,2,5,0.4,0,0,,0,0,,1,4,5,5,2,1,2,2,4,michigan-state,2023-11-16-18-michigan-state
11,Lauren Ross,11,2,2,1.0,0,0,,2,2,1.0,1,2,0.5,0,4,4,1,0,0,0,0,7,michigan-state,2023-11-16-18-michigan-state
12,Bree Robinson,8,1,2,0.5,1,1,1.0,0,1,0.0,0,1,0.0,0,3,3,2,1,0,1,0,2,michigan-state,2023-11-16-18-michigan-state
0,Kynidi Mason Striverson,33,6,13,0.462,5,11,0.455,1,2,0.5,3,4,0.75,0,1,1,2,0,0,5,2,16,evansville,2023-11-19-00-michigan-state
1,Alana Striverson,26,2,9,0.222,1,4,0.25,1,5,0.2,4,4,1.0,0,1,1,1,0,0,2,2,9,evansville,2023-11-19-00-michigan-state
2,Nevaeh Thomas,25,2,10,0.2,2,10,0.2,0,0,,0,0,,0,1,1,0,1,0,5,2,4,evansville,2023-11-19-00-michigan-state
3,Julia Palomo,20,1,2,0.5,1,2,0.5,0,0,,2,2,1.0,2,2,4,0,0,0,0,0,4,evansville,2023-11-19-00-michigan-state
4,Celine Dupont,14,1,7,0.143,1,7,0.143,0,0,,0,1,0.0,4,3,7,3,1,1,0,0,2,evansville,2023-11-19-00-michigan-state
6,Yiesha Williams,17,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,3,2,2,evansville,2023-11-19-00-michigan-state
7,Maggie Hartwig,15,2,5,0.4,2,4,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,3,3,4,evansville,2023-11-19-00-michigan-state
8,Barbora Tomancova,13,0,2,0.0,0,2,0.0,0,0,,0,0,,1,2,3,0,0,1,0,2,0,evansville,2023-11-19-00-michigan-state
9,Tamesha Dozier,11,0,3,0.0,0,2,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,3,1,0,evansville,2023-11-19-00-michigan-state
10,Tene Smith,9,1,4,0.25,0,3,0.0,1,1,1.0,0,0,,0,0,0,0,0,0,2,2,3,evansville,2023-11-19-00-michigan-state
11,Madlena Gerke,8,1,2,0.5,1,1,1.0,0,1,0.0,1,2,0.5,0,1,1,0,0,1,1,0,3,evansville,2023-11-19-00-michigan-state
12,Lexie Sinclair,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,evansville,2023-11-19-00-michigan-state
13,Sydney Bradley,3,0,1,0.0,0,0,,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,evansville,2023-11-19-00-michigan-state
14,Anica Skrivan,2,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,evansville,2023-11-19-00-michigan-state
0,Abbey Kimball,20,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,3,3,2,3,0,1,0,9,michigan-state,2023-11-19-00-michigan-state
1,Julia Ayrault,18,5,8,0.625,5,7,0.714,0,1,0.0,2,2,1.0,0,6,6,4,1,7,1,1,12,michigan-state,2023-11-19-00-michigan-state
2,DeeDee Hagemann,17,4,5,0.8,4,4,1.0,0,1,0.0,6,6,1.0,0,1,1,1,1,0,1,0,14,michigan-state,2023-11-19-00-michigan-state
3,Moira Joiner,17,5,8,0.625,3,4,0.75,2,4,0.5,0,0,,2,2,4,0,1,1,1,2,12,michigan-state,2023-11-19-00-michigan-state
4,Jocelyn Tate,13,4,4,1.0,3,3,1.0,1,1,1.0,2,2,1.0,1,1,2,4,2,0,1,3,11,michigan-state,2023-11-19-00-michigan-state
6,Theryn Hallock,26,3,5,0.6,3,4,0.75,0,1,0.0,0,0,,0,2,2,8,1,1,1,2,6,michigan-state,2023-11-19-00-michigan-state
7,Tory Ozment,23,6,9,0.667,6,8,0.75,0,1,0.0,0,0,,1,4,5,2,3,0,1,0,12,michigan-state,2023-11-19-00-michigan-state
8,Lauren Ross,18,4,5,0.8,2,3,0.667,2,2,1.0,1,1,1.0,0,0,0,3,0,0,0,1,11,michigan-state,2023-11-19-00-michigan-state
9,Mary Meng,17,2,5,0.4,2,5,0.4,0,0,,0,0,,1,4,5,0,2,1,3,5,4,michigan-state,2023-11-19-00-michigan-state
10,Bree Robinson,16,2,5,0.4,0,2,0.0,2,3,0.667,2,2,1.0,1,2,3,4,0,0,0,2,8,michigan-state,2023-11-19-00-michigan-state
11,Gabby Elliott,14,3,6,0.5,3,5,0.6,0,1,0.0,0,0,,0,3,3,1,2,0,2,1,6,michigan-state,2023-11-19-00-michigan-state
0,DeeDee Hagemann,31,1,6,0.167,1,5,0.2,0,1,0.0,4,9,0.444,1,3,4,5,1,0,4,4,6,michigan-state,2023-11-23-19-james-madison
1,Abbey Kimball,30,6,13,0.462,1,3,0.333,5,10,0.5,4,4,1.0,1,1,2,2,1,0,0,1,21,michigan-state,2023-11-23-19-james-madison
2,Julia Ayrault,28,8,17,0.471,5,8,0.625,3,9,0.333,6,7,0.857,3,12,15,2,1,2,1,1,25,michigan-state,2023-11-23-19-james-madison
3,Moira Joiner,23,4,9,0.444,1,2,0.5,3,7,0.429,0,0,,2,3,5,2,0,0,1,4,11,michigan-state,2023-11-23-19-james-madison
4,Jocelyn Tate,15,2,6,0.333,2,6,0.333,0,0,,1,2,0.5,1,2,3,0,1,0,1,5,5,michigan-state,2023-11-23-19-james-madison
6,Tory Ozment,27,5,9,0.556,3,4,0.75,2,5,0.4,4,6,0.667,1,4,5,3,4,0,0,0,16,michigan-state,2023-11-23-19-james-madison
7,Theryn Hallock,26,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,0,4,4,3,0,0,0,1,4,michigan-state,2023-11-23-19-james-madison
8,Lauren Ross,9,0,5,0.0,0,2,0.0,0,3,0.0,0,0,,1,2,3,2,0,0,1,1,0,michigan-state,2023-11-23-19-james-madison
9,Mary Meng,7,2,3,0.667,2,3,0.667,0,0,,0,0,,3,1,4,0,1,1,0,2,4,michigan-state,2023-11-23-19-james-madison
10,Bree Robinson,5,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,1,1,2,0,0,1,0,0,3,michigan-state,2023-11-23-19-james-madison
0,Jamia Hazell,27,7,15,0.467,7,14,0.5,0,1,0.0,5,6,0.833,1,7,8,1,1,0,3,2,19,james-madison,2023-11-23-19-james-madison
1,Annalicia Goodman,26,3,6,0.5,3,6,0.5,0,0,,0,2,0.0,0,5,5,0,0,0,2,2,6,james-madison,2023-11-23-19-james-madison
2,Peyton McDaniel,23,5,12,0.417,2,3,0.667,3,9,0.333,0,0,,0,4,4,0,0,0,0,0,13,james-madison,2023-11-23-19-james-madison
3,Steph Ouderkirk,22,1,4,0.25,1,2,0.5,0,2,0.0,1,2,0.5,0,2,2,1,1,0,1,3,3,james-madison,2023-11-23-19-james-madison
4,Olivia Mullins,18,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,2,2,3,0,0,3,3,8,james-madison,2023-11-23-19-james-madison
6,Chloe Sterling,24,1,5,0.2,1,2,0.5,0,3,0.0,3,4,0.75,0,2,2,3,1,0,2,2,5,james-madison,2023-11-23-19-james-madison
7,Carole Miller,19,1,3,0.333,1,3,0.333,0,0,,0,0,,2,3,5,0,0,1,2,4,2,james-madison,2023-11-23-19-james-madison
8,Ashanti Barnes-Williams,18,4,10,0.4,4,9,0.444,0,1,0.0,0,0,,2,2,4,2,0,0,1,2,8,james-madison,2023-11-23-19-james-madison
9,Mikaya Tynes,10,1,1,1.0,1,1,1.0,0,0,,0,0,,2,1,3,0,0,0,0,3,2,james-madison,2023-11-23-19-james-madison
10,Amira Williams,8,1,3,0.333,1,3,0.333,0,0,,0,0,,1,2,3,0,0,1,0,0,2,james-madison,2023-11-23-19-james-madison
11,Atiana Williams,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,james-madison,2023-11-23-19-james-madison
12,Jada Mills,2,0,0,,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,1,james-madison,2023-11-23-19-james-madison
0,Lauren Jensen,38,12,20,0.6,10,14,0.714,2,6,0.333,6,6,1.0,2,6,8,3,1,0,2,2,32,creighton,2023-11-24-17-michigan-state
1,Mallory Brake,36,2,3,0.667,2,3,0.667,0,0,,0,0,,0,6,6,2,1,5,3,3,4,creighton,2023-11-24-17-michigan-state
